query_id,latency_ms
451,0.197545
452,0.197653
453,0.197691
454,0.197705
455,0.19781
456,0.197825
457,0.197847
458,0.197863
459,0.197886
460,0.197914
461,0.19792
462,0.197996
463,0.198083
464,0.198202
465,0.19824
466,0.198302
467,0.198372
468,0.198448
469,0.19848
470,0.19851
471,0.198562
472,0.198601
473,0.198747
474,0.198831
475,0.198973
476,0.198994
477,0.19902
478,0.199051
479,0.199127
480,0.199147
481,0.199176
482,0.199186
483,0.199203
484,0.199231
485,0.199236
486,0.199281
487,0.199301
488,0.199338
489,0.19935
490,0.199423
491,0.199437
492,0.19965
493,0.199654
494,0.199889
495,0.199895
496,0.199897
497,0.199991
498,0.199992
499,0.200015
500,0.200094
501,0.200178
502,0.200289
503,0.200302
504,0.20033
505,0.200425
506,0.20044
507,0.200452
508,0.200455
509,0.200465
510,0.200514
511,0.200585
512,0.200627
513,0.200672
514,0.200739
515,0.200814
516,0.200833
517,0.200867
518,0.201061
519,0.201108
520,0.201167
521,0.201199
522,0.201204
523,0.201212
524,0.201228
525,0.201247
526,0.20131
527,0.201344
528,0.201365
529,0.201414
530,0.201455
531,0.201519
532,0.201524
533,0.201533
534,0.201551
535,0.201557
536,0.201564
537,0.201565
538,0.201631
539,0.201644
540,0.20169
541,0.201786
542,0.201848
543,0.201945
544,0.202022
545,0.202063
546,0.202141
547,0.202143
548,0.202229
549,0.202274
550,0.202358
551,0.202358
552,0.202375
553,0.202384
554,0.202462
555,0.202502
556,0.202505
557,0.202514
558,0.202523
559,0.202546
560,0.20268
561,0.202705
562,0.202763
563,0.202805
564,0.202809
565,0.202902
566,0.202914
567,0.20295
568,0.203011
569,0.203013
570,0.203039
571,0.203178
572,0.20325
573,0.203275
574,0.20333
575,0.20335
576,0.203424
577,0.20343
578,0.203488
579,0.203526
580,0.203537
581,0.203619
582,0.203664
583,0.203758
584,0.203795
585,0.203829
586,0.20384
587,0.203895
588,0.203959
589,0.204038
590,0.204087
591,0.20412
592,0.20413
593,0.204142
594,0.204159
595,0.204165
596,0.204166
597,0.204171
598,0.204179
599,0.204188
600,0.204223
601,0.204309
602,0.204338
603,0.2044
604,0.204432
605,0.204457
606,0.204577
607,0.204742
608,0.204747
609,0.204794
610,0.204798
611,0.20485
612,0.204853
613,0.204944
614,0.205089
615,0.205099
616,0.205155
617,0.205211
618,0.205318
619,0.205393
620,0.205426
621,0.205434
622,0.20545
623,0.20546
624,0.205504
625,0.205569
626,0.205598
627,0.205642
628,0.205656
629,0.205692
630,0.205715
631,0.205731
632,0.205757
633,0.205775
634,0.205792
635,0.205826
636,0.205852
637,0.205876
638,0.205908
639,0.205958
640,0.205985
641,0.206069
642,0.206077
643,0.206093
644,0.206126
645,0.206151
646,0.206169
647,0.206178
648,0.206187
649,0.206194
650,0.206306
651,0.20634
652,0.206345
653,0.20638
654,0.206394
655,0.206409
656,0.206432
657,0.206449
658,0.206543
659,0.206562
660,0.206606
661,0.206609
662,0.206673
663,0.206675
664,0.206691
665,0.206733
666,0.206734
667,0.206756
668,0.206758
669,0.206768
670,0.206806
671,0.206871
672,0.206875
673,0.206888
674,0.206897
675,0.206919
676,0.206922
677,0.20693
678,0.207021
679,0.207043
680,0.207073
681,0.207086
682,0.207108
683,0.207119
684,0.207211
685,0.207243
686,0.207337
687,0.207432
688,0.207443
689,0.207481
690,0.207486
691,0.207501
692,0.207515
693,0.207614
694,0.207671
695,0.20783
696,0.207847
697,0.207899
698,0.207904
699,0.207939
700,0.208034
701,0.208046
702,0.208046
703,0.208072
704,0.208098
705,0.208121
706,0.20814
707,0.208165
708,0.208166
709,0.208184
710,0.208184
711,0.208198
712,0.2082
713,0.20828
714,0.208298
715,0.20831
716,0.208357
717,0.208473
718,0.208479
719,0.208521
720,0.208551
721,0.208609
722,0.208654
723,0.208663
724,0.208709
725,0.208711
726,0.208723
727,0.208744
728,0.208764
729,0.20881
730,0.208855
731,0.208893
732,0.208981
733,0.208988
734,0.209091
735,0.209094
736,0.20918
737,0.209181
738,0.209199
739,0.209321
740,0.209326
741,0.209335
742,0.20934
743,0.209368
744,0.20939
745,0.209419
746,0.20945
747,0.209467
748,0.209473
749,0.209653
750,0.20971
751,0.209731
752,0.209753
753,0.209766
754,0.209795
755,0.209835
756,0.209849
757,0.209851
758,0.209853
759,0.209894
760,0.20991
761,0.209928
762,0.20994
763,0.209973
764,0.209998
765,0.210019
766,0.210023
767,0.210046
768,0.21007
769,0.210122
770,0.21013
771,0.210141
772,0.210168
773,0.210231
774,0.210267
775,0.210275
776,0.210275
777,0.210343
778,0.210353
779,0.210386
780,0.210392
781,0.210415
782,0.210434
783,0.2105
784,0.210631
785,0.210632
786,0.210699
787,0.210786
788,0.210805
789,0.21087
790,0.210932
791,0.210983
792,0.211097
793,0.211121
794,0.211177
795,0.211224
796,0.21125
797,0.211258
798,0.211292
799,0.211301
800,0.211321
801,0.211331
802,0.211343
803,0.211365
804,0.211367
805,0.211372
806,0.211387
807,0.211482
808,0.211503
809,0.211633
810,0.211804
811,0.211851
812,0.211869
813,0.211869
814,0.211894
815,0.211908
816,0.211909
817,0.211952
818,0.211959
819,0.211983
820,0.212025
821,0.212073
822,0.212075
823,0.212122
824,0.212135
825,0.212179
826,0.212202
827,0.21221
828,0.212225
829,0.212229
830,0.21223
831,0.212239
832,0.212244
833,0.212352
834,0.212376
835,0.212381
836,0.212427
837,0.212513
838,0.212579
839,0.212595
840,0.212615
841,0.212636
842,0.212723
843,0.212767
844,0.212792
845,0.212922
846,0.213091
847,0.21314
848,0.213162
849,0.213183
850,0.213229
851,0.213251
852,0.21326
853,0.213337
854,0.213346
855,0.21335
856,0.213352
857,0.21336
858,0.213393
859,0.213404
860,0.213404
861,0.213427
862,0.213432
863,0.213451
864,0.213519
865,0.213573
866,0.213576
867,0.213589
868,0.213598
869,0.213618
870,0.213689
871,0.213704
872,0.213722
873,0.213739
874,0.213782
875,0.213811
876,0.21395
877,0.21399
878,0.214004
879,0.214048
880,0.214048
881,0.214057
882,0.21407
883,0.214092
884,0.214126
885,0.214139
886,0.214157
887,0.214161
888,0.214178
889,0.214231
890,0.214261
891,0.214275
892,0.214303
893,0.214326
894,0.214334
895,0.21437
896,0.214383
897,0.214405
898,0.214505
899,0.214524
900,0.214549
901,0.214568
902,0.214573
903,0.214579
904,0.214591
905,0.214643
906,0.214643
907,0.214651
908,0.214707
909,0.214728
910,0.214824
911,0.214827
912,0.214831
913,0.214855
914,0.214861
915,0.214926
916,0.214948
917,0.214962
918,0.214962
919,0.214968
920,0.215002
921,0.215016
922,0.215038
923,0.215044
924,0.215045
925,0.215065
926,0.215099
927,0.215161
928,0.215183
929,0.215242
930,0.215249
931,0.215309
932,0.215328
933,0.21535
934,0.215403
935,0.215421
936,0.21544
937,0.215497
938,0.215601
939,0.215613
940,0.215621
941,0.215631
942,0.215638
943,0.21567
944,0.2157
945,0.215704
946,0.215716
947,0.215725
948,0.215753
949,0.215769
950,0.215795
951,0.215823
952,0.215839
953,0.215841
954,0.215912
955,0.215919
956,0.215932
957,0.215936
958,0.215986
959,0.215994
960,0.215996
961,0.215999
962,0.216057
963,0.216105
964,0.21611
965,0.216115
966,0.216165
967,0.216217
968,0.216244
969,0.216307
970,0.216316
971,0.216342
972,0.216346
973,0.216356
974,0.216414
975,0.216416
976,0.216423
977,0.216468
978,0.216488
979,0.216531
980,0.216626
981,0.216668
982,0.216668
983,0.216742
984,0.216751
985,0.216785
986,0.216848
987,0.216855
988,0.216858
989,0.216889
990,0.216918
991,0.216923
992,0.216924
993,0.216931
994,0.216935
995,0.216968
996,0.217003
997,0.217014
998,0.217023
999,0.217075
1000,0.217082
1001,0.217089
1002,0.217096
1003,0.217097
1004,0.217103
1005,0.217109
1006,0.21711
1007,0.217113
1008,0.217156
1009,0.217161
1010,0.217161
1011,0.217166
1012,0.217198
1013,0.217213
1014,0.217222
1015,0.217227
1016,0.217267
1017,0.217288
1018,0.217294
1019,0.2173
1020,0.217326
1021,0.217344
1022,0.217409
1023,0.217451
1024,0.217458
1025,0.217499
1026,0.217503
1027,0.217506
1028,0.217616
1029,0.217654
1030,0.217665
1031,0.217695
1032,0.217708
1033,0.217748
1034,0.217751
1035,0.217752
1036,0.217766
1037,0.217791
1038,0.217837
1039,0.21785
1040,0.217856
1041,0.217868
1042,0.217914
1043,0.21793
1044,0.217982
1045,0.217996
1046,0.21803
1047,0.218036
1048,0.218051
1049,0.218051
1050,0.218067
1051,0.218109
1052,0.218115
1053,0.218133
1054,0.218143
1055,0.218151
1056,0.218168
1057,0.218243
1058,0.21825
1059,0.218282
1060,0.218312
1061,0.218314
1062,0.21836
1063,0.21836
1064,0.218382
1065,0.218404
1066,0.218434
1067,0.218496
1068,0.218523
1069,0.218529
1070,0.218577
1071,0.218655
1072,0.218657
1073,0.218674
1074,0.218684
1075,0.218714
1076,0.218781
1077,0.218845
1078,0.218849
1079,0.218875
1080,0.218932
1081,0.218946
1082,0.218981
1083,0.218992
1084,0.219027
1085,0.219032
1086,0.21904
1087,0.219073
1088,0.219074
1089,0.219102
1090,0.219121
1091,0.219126
1092,0.219132
1093,0.219142
1094,0.219165
1095,0.219181
1096,0.219182
1097,0.21922
1098,0.21922
1099,0.219232
1100,0.21925
1101,0.219267
1102,0.219283
1103,0.21931
1104,0.219331
1105,0.219354
1106,0.219362
1107,0.219398
1108,0.219411
1109,0.219455
1110,0.219502
1111,0.219521
1112,0.219574
1113,0.219593
1114,0.219669
1115,0.219686
1116,0.219714
1117,0.219719
1118,0.219736
1119,0.219759
1120,0.219771
1121,0.219792
1122,0.219843
1123,0.219863
1124,0.219873
1125,0.219917
1126,0.219995
1127,0.220008
1128,0.22002
1129,0.220048
1130,0.220073
1131,0.220108
1132,0.220124
1133,0.220126
1134,0.220131
1135,0.220255
1136,0.220255
1137,0.220258
1138,0.220262
1139,0.220279
1140,0.220309
1141,0.220321
1142,0.220324
1143,0.220341
1144,0.220344
1145,0.220371
1146,0.220406
1147,0.220467
1148,0.220474
1149,0.220514
1150,0.22054
1151,0.220542
1152,0.220607
1153,0.220608
1154,0.220638
1155,0.220668
1156,0.22068
1157,0.220698
1158,0.220722
1159,0.220724
1160,0.220732
1161,0.220735
1162,0.220753
1163,0.220788
1164,0.22079
1165,0.220809
1166,0.220821
1167,0.220872
1168,0.220905
1169,0.22093
1170,0.220978
1171,0.220997
1172,0.221055
1173,0.221079
1174,0.221124
1175,0.221127
1176,0.221138
1177,0.221153
1178,0.221163
1179,0.221186
1180,0.221194
1181,0.221206
1182,0.221206
1183,0.221223
1184,0.22125
1185,0.221258
1186,0.221263
1187,0.221265
1188,0.221364
1189,0.221389
1190,0.22142
1191,0.221426
1192,0.221431
1193,0.221473
1194,0.221487
1195,0.221544
1196,0.221602
1197,0.221635
1198,0.221672
1199,0.221679
1200,0.221693
1201,0.221743
1202,0.22175
1203,0.221776
1204,0.221789
1205,0.221834
1206,0.221938
1207,0.221943
1208,0.222016
1209,0.222021
1210,0.222028
1211,0.222064
1212,0.222072
1213,0.222087
1214,0.222089
1215,0.222094
1216,0.222097
1217,0.222141
1218,0.222179
1219,0.222186
1220,0.222251
1221,0.222291
1222,0.222298
1223,0.222318
1224,0.222335
1225,0.222342
1226,0.222378
1227,0.222398
1228,0.222427
1229,0.222434
1230,0.222461
1231,0.222495
1232,0.222528
1233,0.222543
1234,0.222547
1235,0.222559
1236,0.222572
1237,0.222596
1238,0.222753
1239,0.22277
1240,0.222792
1241,0.222795
1242,0.222831
1243,0.222839
1244,0.222866
1245,0.222871
1246,0.222889
1247,0.222889
1248,0.222908
1249,0.222911
1250,0.222935
1251,0.222953
1252,0.223015
1253,0.223039
1254,0.223067
1255,0.223078
1256,0.223097
1257,0.223139
1258,0.223159
1259,0.22321
1260,0.223216
1261,0.223239
1262,0.22324
1263,0.223262
1264,0.223263
1265,0.223286
1266,0.223296
1267,0.223327
1268,0.223364
1269,0.223374
1270,0.22338
1271,0.223392
1272,0.223424
1273,0.223441
1274,0.22346
1275,0.223489
1276,0.223599
1277,0.223602
1278,0.223614
1279,0.223642
1280,0.223642
1281,0.223677
1282,0.223683
1283,0.223699
1284,0.223712
1285,0.223712
1286,0.223717
1287,0.223754
1288,0.223795
1289,0.223831
1290,0.223915
1291,0.223934
1292,0.223943
1293,0.223979
1294,0.223993
1295,0.224001
1296,0.22404
1297,0.224056
1298,0.224081
1299,0.224106
1300,0.224141
1301,0.224155
1302,0.224156
1303,0.224174
1304,0.224182
1305,0.224189
1306,0.224204
1307,0.224228
1308,0.22423
1309,0.224251
1310,0.224324
1311,0.224331
1312,0.224337
1313,0.224368
1314,0.224392
1315,0.224408
1316,0.224414
1317,0.224427
1318,0.224436
1319,0.224473
1320,0.224482
1321,0.224492
1322,0.224526
1323,0.224556
1324,0.224573
1325,0.224594
1326,0.224625
1327,0.224629
1328,0.224705
1329,0.224744
1330,0.22475
1331,0.224751
1332,0.224776
1333,0.224791
1334,0.224813
1335,0.224813
1336,0.224878
1337,0.224885
1338,0.224886
1339,0.22489
1340,0.224892
1341,0.224961
1342,0.224989
1343,0.225013
1344,0.225077
1345,0.225081
1346,0.225106
1347,0.225133
1348,0.225173
1349,0.225174
1350,0.225186
1351,0.2252
1352,0.225281
1353,0.225293
1354,0.225329
1355,0.225347
1356,0.225363
1357,0.225365
1358,0.225391
1359,0.225392
1360,0.225397
1361,0.225441
1362,0.225486
1363,0.225496
1364,0.225501
1365,0.225523
1366,0.225605
1367,0.225615
1368,0.225654
1369,0.225656
1370,0.22569
1371,0.225694
1372,0.225706
1373,0.225714
1374,0.225751
1375,0.225774
1376,0.22578
1377,0.225782
1378,0.225788
1379,0.225792
1380,0.225824
1381,0.22586
1382,0.225865
1383,0.225866
1384,0.225942
1385,0.225951
1386,0.225954
1387,0.225992
1388,0.226004
1389,0.226019
1390,0.226025
1391,0.22603
1392,0.22606
1393,0.226095
1394,0.226141
1395,0.226225
1396,0.226246
1397,0.226255
1398,0.226308
1399,0.226328
1400,0.226334
1401,0.226366
1402,0.226377
1403,0.226392
1404,0.226501
1405,0.226515
1406,0.226535
1407,0.226537
1408,0.226557
1409,0.226622
1410,0.226678
1411,0.226683
1412,0.226686
1413,0.226707
1414,0.226728
1415,0.226734
1416,0.226741
1417,0.226748
1418,0.226766
1419,0.226767
1420,0.226773
1421,0.226775
1422,0.226788
1423,0.226823
1424,0.226833
1425,0.226847
1426,0.226857
1427,0.226878
1428,0.226894
1429,0.22692
1430,0.226969
1431,0.226993
1432,0.227
1433,0.227012
1434,0.227025
1435,0.227035
1436,0.227041
1437,0.22706
1438,0.227068
1439,0.227077
1440,0.227081
1441,0.227093
1442,0.227109
1443,0.227121
1444,0.227166
1445,0.227237
1446,0.227269
1447,0.227307
1448,0.227326
1449,0.227355
1450,0.22736
1451,0.227362
1452,0.227371
1453,0.227378
1454,0.227381
1455,0.227385
1456,0.227422
1457,0.227423
1458,0.227463
1459,0.227479
1460,0.227482
1461,0.227489
1462,0.227539
1463,0.227543
1464,0.227559
1465,0.22759
1466,0.227612
1467,0.227612
1468,0.227621
1469,0.22769
1470,0.227697
1471,0.227702
1472,0.227706
1473,0.22778
1474,0.227798
1475,0.227803
1476,0.227805
1477,0.227827
1478,0.227847
1479,0.227852
1480,0.227875
1481,0.227891
1482,0.227898
1483,0.227915
1484,0.227979
1485,0.22799
1486,0.228008
1487,0.228034
1488,0.228048
1489,0.228055
1490,0.22806
1491,0.228063
1492,0.228081
1493,0.228098
1494,0.228099
1495,0.228127
1496,0.228138
1497,0.228149
1498,0.228174
1499,0.228175
1500,0.228182
1501,0.228185
1502,0.2282
1503,0.228202
1504,0.228203
1505,0.228247
1506,0.228273
1507,0.228282
1508,0.228309
1509,0.228335
1510,0.228363
1511,0.228375
1512,0.228386
1513,0.22845
1514,0.228459
1515,0.228459
1516,0.228494
1517,0.228498
1518,0.228535
1519,0.228561
1520,0.228568
1521,0.22857
1522,0.22858
1523,0.228603
1524,0.228606
1525,0.22861
1526,0.228622
1527,0.228652
1528,0.228672
1529,0.228688
1530,0.228701
1531,0.228702
1532,0.228703
1533,0.22874
1534,0.228741
1535,0.228774
1536,0.228806
1537,0.228807
1538,0.22885
1539,0.228877
1540,0.228939
1541,0.228961
1542,0.229019
1543,0.229023
1544,0.229063
1545,0.229072
1546,0.229079
1547,0.229096
1548,0.229098
1549,0.2291
1550,0.229101
1551,0.229125
1552,0.22914
1553,0.229157
1554,0.229167
1555,0.229173
1556,0.229187
1557,0.229189
1558,0.229194
1559,0.229275
1560,0.229294
1561,0.229319
1562,0.229323
1563,0.229332
1564,0.229344
1565,0.229349
1566,0.22935
1567,0.229352
1568,0.229359
1569,0.229368
1570,0.229408
1571,0.229443
1572,0.229513
1573,0.229533
1574,0.22954
1575,0.22956
1576,0.229567
1577,0.229567
1578,0.229586
1579,0.229615
1580,0.229619
1581,0.229648
1582,0.229652
1583,0.229698
1584,0.229715
1585,0.229723
1586,0.229729
1587,0.229751
1588,0.229762
1589,0.229764
1590,0.229778
1591,0.229778
1592,0.229829
1593,0.229848
1594,0.229863
1595,0.22989
1596,0.229962
1597,0.229973
1598,0.22999
1599,0.230001
1600,0.230028
1601,0.230049
1602,0.230053
1603,0.230055
1604,0.230069
1605,0.230075
1606,0.230091
1607,0.230127
1608,0.230128
1609,0.230141
1610,0.230183
1611,0.230191
1612,0.230193
1613,0.230208
1614,0.23023
1615,0.230252
1616,0.230351
1617,0.230378
1618,0.230387
1619,0.230413
1620,0.230435
1621,0.230436
1622,0.230441
1623,0.23049
1624,0.230491
1625,0.230493
1626,0.230517
1627,0.230537
1628,0.230562
1629,0.230578
1630,0.230593
1631,0.230594
1632,0.230635
1633,0.230653
1634,0.230669
1635,0.230719
1636,0.230749
1637,0.230761
1638,0.230766
1639,0.230795
1640,0.2308
1641,0.230801
1642,0.230821
1643,0.230851
1644,0.230851
1645,0.230868
1646,0.230875
1647,0.230881
1648,0.230899
1649,0.230964
1650,0.230995
1651,0.230998
1652,0.23102
1653,0.231047
1654,0.231049
1655,0.231049
1656,0.231091
1657,0.231118
1658,0.231143
1659,0.23124
1660,0.231265
1661,0.23127
1662,0.231328
1663,0.231328
1664,0.231342
1665,0.231342
1666,0.2314
1667,0.231403
1668,0.231418
1669,0.231491
1670,0.231496
1671,0.231499
1672,0.231513
1673,0.231551
1674,0.231563
1675,0.231578
1676,0.231587
1677,0.231624
1678,0.231645
1679,0.231647
1680,0.231647
1681,0.23167
1682,0.231678
1683,0.231698
1684,0.231701
1685,0.231707
1686,0.231727
1687,0.23176
1688,0.23181
1689,0.231811
1690,0.231827
1691,0.231873
1692,0.231899
1693,0.23195
1694,0.231953
1695,0.231965
1696,0.231976
1697,0.232035
1698,0.232049
1699,0.232101
1700,0.232103
1701,0.23212
1702,0.23214
1703,0.232156
1704,0.232158
1705,0.232182
1706,0.232185
1707,0.232202
1708,0.232205
1709,0.232215
1710,0.232226
1711,0.232226
1712,0.232236
1713,0.232238
1714,0.232244
1715,0.232275
1716,0.232298
1717,0.232323
1718,0.232373
1719,0.232431
1720,0.232463
1721,0.23248
1722,0.232489
1723,0.232512
1724,0.232515
1725,0.232543
1726,0.232551
1727,0.232551
1728,0.232558
1729,0.232574
1730,0.232586
1731,0.232587
1732,0.232591
1733,0.232594
1734,0.232597
1735,0.232615
1736,0.23262
1737,0.232621
1738,0.232642
1739,0.232649
1740,0.232671
1741,0.232676
1742,0.232683
1743,0.232688
1744,0.232696
1745,0.232708
1746,0.232722
1747,0.232772
1748,0.232794
1749,0.232806
1750,0.232809
1751,0.232822
1752,0.232837
1753,0.23285
1754,0.232857
1755,0.23286
1756,0.23286
1757,0.232869
1758,0.232895
1759,0.2329
1760,0.23291
1761,0.232935
1762,0.23294
1763,0.232944
1764,0.232954
1765,0.232975
1766,0.232986
1767,0.232995
1768,0.232996
1769,0.233002
1770,0.233016
1771,0.233024
1772,0.233029
1773,0.233059
1774,0.233062
1775,0.233067
1776,0.23307
1777,0.23313
1778,0.233136
1779,0.233139
1780,0.233153
1781,0.233153
1782,0.233157
1783,0.233255
1784,0.233256
1785,0.233267
1786,0.233277
1787,0.233282
1788,0.233291
1789,0.233293
1790,0.233306
1791,0.233312
1792,0.233355
1793,0.233375
1794,0.23339
1795,0.233404
1796,0.233423
1797,0.233499
1798,0.233506
1799,0.233529
1800,0.233531
1801,0.233541
1802,0.233544
1803,0.233547
1804,0.233578
1805,0.23358
1806,0.233601
1807,0.233617
1808,0.233673
1809,0.233674
1810,0.233674
1811,0.233689
1812,0.233711
1813,0.233727
1814,0.233849
1815,0.23386
1816,0.233901
1817,0.233961
1818,0.233961
1819,0.233989
1820,0.234012
1821,0.234092
1822,0.234107
1823,0.234137
1824,0.23416
1825,0.234161
1826,0.234168
1827,0.234183
1828,0.234207
1829,0.234229
1830,0.234231
1831,0.234259
1832,0.23427
1833,0.234298
1834,0.23432
1835,0.234324
1836,0.234348
1837,0.234368
1838,0.234369
1839,0.234373
1840,0.234376
1841,0.234378
1842,0.23439
1843,0.234432
1844,0.234445
1845,0.234448
1846,0.234454
1847,0.234468
1848,0.234477
1849,0.234481
1850,0.234517
1851,0.234526
1852,0.234531
1853,0.234544
1854,0.234562
1855,0.234604
1856,0.234623
1857,0.234625
1858,0.234625
1859,0.234632
1860,0.234648
1861,0.23466
1862,0.23471
1863,0.234715
1864,0.234725
1865,0.234748
1866,0.234759
1867,0.234762
1868,0.234801
1869,0.234811
1870,0.234812
1871,0.23486
